rq0_id,language,condition,ssim_vs_baseline
rq0_0180,java,gaussian_sigma_1,0.9037983380641773
rq0_0180,java,gaussian_sigma_2,0.7477055778655514
rq0_0180,java,gaussian_sigma_4,0.6548852599029483
rq0_0181,java,gaussian_sigma_1,0.9362110863626284
rq0_0181,java,gaussian_sigma_2,0.8342741706747984
rq0_0181,java,gaussian_sigma_4,0.7688816061762637
rq0_0182,java,gaussian_sigma_1,0.8982850505667828
rq0_0182,java,gaussian_sigma_2,0.7360380559242966
rq0_0182,java,gaussian_sigma_4,0.6423199925400879
rq0_0183,java,gaussian_sigma_1,0.922438101053639
rq0_0183,java,gaussian_sigma_2,0.7956609903777961
rq0_0183,java,gaussian_sigma_4,0.7150579602941121
rq0_0184,java,gaussian_sigma_1,0.9657481427612393
rq0_0184,java,gaussian_sigma_2,0.9093526909868425
rq0_0184,java,gaussian_sigma_4,0.8732817901644366
rq0_0185,java,gaussian_sigma_1,0.9097027557858932
rq0_0185,java,gaussian_sigma_2,0.7607927465677404
rq0_0185,java,gaussian_sigma_4,0.6699800589324892
rq0_0186,java,gaussian_sigma_1,0.9434484279042322
rq0_0186,java,gaussian_sigma_2,0.8503234834274808
rq0_0186,java,gaussian_sigma_4,0.790958663493639
rq0_0187,java,gaussian_sigma_1,0.967765204040094
rq0_0187,java,gaussian_sigma_2,0.9157519420764744
rq0_0187,java,gaussian_sigma_4,0.8807052692631103
rq0_0188,java,gaussian_sigma_1,0.9418719035743313
rq0_0188,java,gaussian_sigma_2,0.8469872553622936
rq0_0188,java,gaussian_sigma_4,0.7914511333074933
rq0_0189,java,gaussian_sigma_1,0.9507238939471042
rq0_0189,java,gaussian_sigma_2,0.8712569940059111
rq0_0189,java,gaussian_sigma_4,0.8199679730052178
rq0_0190,java,gaussian_sigma_1,0.9174282676113967
rq0_0190,java,gaussian_sigma_2,0.7847048006053341
rq0_0190,java,gaussian_sigma_4,0.7017888128198897
rq0_0191,java,gaussian_sigma_1,0.882074790648722
rq0_0191,java,gaussian_sigma_2,0.6944021861968458
rq0_0191,java,gaussian_sigma_4,0.5876316500051808
rq0_0192,java,gaussian_sigma_1,0.955922700111929
rq0_0192,java,gaussian_sigma_2,0.8798604429701823
rq0_0192,java,gaussian_sigma_4,0.8340592648847891
rq0_0193,java,gaussian_sigma_1,0.9165138593595418
rq0_0193,java,gaussian_sigma_2,0.7794949583090754
rq0_0193,java,gaussian_sigma_4,0.6983281045157607
rq0_0194,java,gaussian_sigma_1,0.97030543177312
rq0_0194,java,gaussian_sigma_2,0.9216632800439406
rq0_0194,java,gaussian_sigma_4,0.8899733207876647
rq0_0195,java,gaussian_sigma_1,0.9375401415870637
rq0_0195,java,gaussian_sigma_2,0.8344220689592147
rq0_0195,java,gaussian_sigma_4,0.7712164682553359
rq0_0196,java,gaussian_sigma_1,0.9442681143277446
rq0_0196,java,gaussian_sigma_2,0.8550321144161109
rq0_0196,java,gaussian_sigma_4,0.799942427408661
rq0_0197,java,gaussian_sigma_1,0.9368304474315852
rq0_0197,java,gaussian_sigma_2,0.8337000227379728
rq0_0197,java,gaussian_sigma_4,0.7711840479322128
rq0_0198,java,gaussian_sigma_1,0.9385359962090752
rq0_0198,java,gaussian_sigma_2,0.8402457664864172
rq0_0198,java,gaussian_sigma_4,0.7781303929352669
rq0_0199,java,gaussian_sigma_1,0.9235840712237309
rq0_0199,java,gaussian_sigma_2,0.7979370754025137
rq0_0199,java,gaussian_sigma_4,0.7232150547785899
rq0_0200,java,gaussian_sigma_1,0.8995933166617719
rq0_0200,java,gaussian_sigma_2,0.7414586330053762
rq0_0200,java,gaussian_sigma_4,0.6421443248796193
rq0_0201,java,gaussian_sigma_1,0.92132734677701
rq0_0201,java,gaussian_sigma_2,0.7963410287004398
rq0_0201,java,gaussian_sigma_4,0.717722881705989
rq0_0202,java,gaussian_sigma_1,0.9421894605860223
rq0_0202,java,gaussian_sigma_2,0.8494626391110699
rq0_0202,java,gaussian_sigma_4,0.7876368905689694
rq0_0203,java,gaussian_sigma_1,0.9185328162962718
rq0_0203,java,gaussian_sigma_2,0.7803054444780528
rq0_0203,java,gaussian_sigma_4,0.7001869837365629
rq0_0204,java,gaussian_sigma_1,0.8818593973100944
rq0_0204,java,gaussian_sigma_2,0.6890379244471982
rq0_0204,java,gaussian_sigma_4,0.5720652374793017
rq0_0205,java,gaussian_sigma_1,0.9367229056779656
rq0_0205,java,gaussian_sigma_2,0.8347103439241829
rq0_0205,java,gaussian_sigma_4,0.7753585789512059
rq0_0206,java,gaussian_sigma_1,0.9001461341869811
rq0_0206,java,gaussian_sigma_2,0.7383677169112216
rq0_0206,java,gaussian_sigma_4,0.6436162682183101
rq0_0207,java,gaussian_sigma_1,0.8955251189721466
rq0_0207,java,gaussian_sigma_2,0.724819883352493
rq0_0207,java,gaussian_sigma_4,0.6178994761366932
rq0_0208,java,gaussian_sigma_1,0.9223238087618425
rq0_0208,java,gaussian_sigma_2,0.7930091555193689
rq0_0208,java,gaussian_sigma_4,0.7112504312805803
rq0_0209,java,gaussian_sigma_1,0.9067174753808137
rq0_0209,java,gaussian_sigma_2,0.7557432953342111
rq0_0209,java,gaussian_sigma_4,0.6699686772111205
rq0_0210,java,gaussian_sigma_1,0.9259119399620704
rq0_0210,java,gaussian_sigma_2,0.8027670922204874
rq0_0210,java,gaussian_sigma_4,0.7273006018402864
rq0_0211,java,gaussian_sigma_1,0.9119771738591377
rq0_0211,java,gaussian_sigma_2,0.7681573327208623
rq0_0211,java,gaussian_sigma_4,0.6771401364487795
rq0_0212,java,gaussian_sigma_1,0.9194457849853853
rq0_0212,java,gaussian_sigma_2,0.7874009152137921
rq0_0212,java,gaussian_sigma_4,0.7069833792228183
rq0_0213,java,gaussian_sigma_1,0.929980437507409
rq0_0213,java,gaussian_sigma_2,0.8172584625526814
rq0_0213,java,gaussian_sigma_4,0.7484807260858489
rq0_0214,java,gaussian_sigma_1,0.8953778278937777
rq0_0214,java,gaussian_sigma_2,0.7268713804106768
rq0_0214,java,gaussian_sigma_4,0.6230240652596516
rq0_0215,java,gaussian_sigma_1,0.9216996032639729
rq0_0215,java,gaussian_sigma_2,0.7923835247656722
rq0_0215,java,gaussian_sigma_4,0.7151328859413493
rq0_0216,java,gaussian_sigma_1,0.935047712984398
rq0_0216,java,gaussian_sigma_2,0.8289744060684061
rq0_0216,java,gaussian_sigma_4,0.7634262280280012
rq0_0217,java,gaussian_sigma_1,0.9194297951290696
rq0_0217,java,gaussian_sigma_2,0.7884343235791963
rq0_0217,java,gaussian_sigma_4,0.7059128577487749
rq0_0218,java,gaussian_sigma_1,0.9174809165909213
rq0_0218,java,gaussian_sigma_2,0.7856074678166172
rq0_0218,java,gaussian_sigma_4,0.7047353162853516
rq0_0219,java,gaussian_sigma_1,0.9314967387621319
rq0_0219,java,gaussian_sigma_2,0.8203501133250253
rq0_0219,java,gaussian_sigma_4,0.7525532911532533
rq0_0220,java,gaussian_sigma_1,0.9032576189410663
rq0_0220,java,gaussian_sigma_2,0.7502249525331246
rq0_0220,java,gaussian_sigma_4,0.6589836783983388
rq0_0221,java,gaussian_sigma_1,0.9575365680901283
rq0_0221,java,gaussian_sigma_2,0.8876291422776287
rq0_0221,java,gaussian_sigma_4,0.8424718141053043
rq0_0222,java,gaussian_sigma_1,0.9488842693142644
rq0_0222,java,gaussian_sigma_2,0.8655659687195861
rq0_0222,java,gaussian_sigma_4,0.8129075995436659
rq0_0223,java,gaussian_sigma_1,0.9250359531134135
rq0_0223,java,gaussian_sigma_2,0.8047046556579174
rq0_0223,java,gaussian_sigma_4,0.7344912523982661
rq0_0224,java,gaussian_sigma_1,0.9475077677821956
rq0_0224,java,gaussian_sigma_2,0.8608713892645676
rq0_0224,java,gaussian_sigma_4,0.8067266234077164
rq0_0225,java,gaussian_sigma_1,0.9007310592832319
rq0_0225,java,gaussian_sigma_2,0.739394268486432
rq0_0225,java,gaussian_sigma_4,0.6463102180068253
rq0_0226,java,gaussian_sigma_1,0.9378397357962683
rq0_0226,java,gaussian_sigma_2,0.8368038379679325
rq0_0226,java,gaussian_sigma_4,0.774695344115868
rq0_0227,java,gaussian_sigma_1,0.8948950535700645
rq0_0227,java,gaussian_sigma_2,0.7215013277025913
rq0_0227,java,gaussian_sigma_4,0.6265229133402683
rq0_0228,java,gaussian_sigma_1,0.937058267317047
rq0_0228,java,gaussian_sigma_2,0.8360961654422511
rq0_0228,java,gaussian_sigma_4,0.7748548133746688
rq0_0229,java,gaussian_sigma_1,0.9314597585910013
rq0_0229,java,gaussian_sigma_2,0.8206697161014352
rq0_0229,java,gaussian_sigma_4,0.754190596306009
rq0_0230,java,gaussian_sigma_1,0.9488999749414379
rq0_0230,java,gaussian_sigma_2,0.8664739518188694
rq0_0230,java,gaussian_sigma_4,0.8146635100643486
rq0_0231,java,gaussian_sigma_1,0.9268271000012902
rq0_0231,java,gaussian_sigma_2,0.8076627588340712
rq0_0231,java,gaussian_sigma_4,0.7345359258846121
rq0_0232,java,gaussian_sigma_1,0.936980759859674
rq0_0232,java,gaussian_sigma_2,0.8350083271200378
rq0_0232,java,gaussian_sigma_4,0.7705756392847708
rq0_0233,java,gaussian_sigma_1,0.918233127935988
rq0_0233,java,gaussian_sigma_2,0.7837923154247695
rq0_0233,java,gaussian_sigma_4,0.703217426000189
rq0_0234,java,gaussian_sigma_1,0.8976124604116342
rq0_0234,java,gaussian_sigma_2,0.7303404049919485
rq0_0234,java,gaussian_sigma_4,0.6295424445252977
rq0_0235,java,gaussian_sigma_1,0.9112472876391632
rq0_0235,java,gaussian_sigma_2,0.7693671922974602
rq0_0235,java,gaussian_sigma_4,0.6820403645572704
rq0_0236,java,gaussian_sigma_1,0.9368701773193333
rq0_0236,java,gaussian_sigma_2,0.8330478907906239
rq0_0236,java,gaussian_sigma_4,0.7699898808373046
rq0_0237,java,gaussian_sigma_1,0.9130965483060339
rq0_0237,java,gaussian_sigma_2,0.7718988487709124
rq0_0237,java,gaussian_sigma_4,0.6839851617677454
rq0_0238,java,gaussian_sigma_1,0.8590995836741749
rq0_0238,java,gaussian_sigma_2,0.630913781834914
rq0_0238,java,gaussian_sigma_4,0.48879960512431325
rq0_0239,java,gaussian_sigma_1,0.938410282043891
rq0_0239,java,gaussian_sigma_2,0.8384061345248911
rq0_0239,java,gaussian_sigma_4,0.7744381741564087
rq0_0240,java,gaussian_sigma_1,0.9487152633628
rq0_0240,java,gaussian_sigma_2,0.8647199795521862
rq0_0240,java,gaussian_sigma_4,0.8107846326594482
rq0_0241,java,gaussian_sigma_1,0.920231747986647
rq0_0241,java,gaussian_sigma_2,0.7900834746215457
rq0_0241,java,gaussian_sigma_4,0.7144967688671744
rq0_0242,java,gaussian_sigma_1,0.9034521108564612
rq0_0242,java,gaussian_sigma_2,0.7457846118778816
rq0_0242,java,gaussian_sigma_4,0.6638140848853187
rq0_0243,java,gaussian_sigma_1,0.9176630935098379
rq0_0243,java,gaussian_sigma_2,0.7832973680830458
rq0_0243,java,gaussian_sigma_4,0.7052047347869547
rq0_0244,java,gaussian_sigma_1,0.9446592064682552
rq0_0244,java,gaussian_sigma_2,0.8547611103907782
rq0_0244,java,gaussian_sigma_4,0.7960379468720516
rq0_0245,java,gaussian_sigma_1,0.9200449821296438
rq0_0245,java,gaussian_sigma_2,0.7875494613818158
rq0_0245,java,gaussian_sigma_4,0.7060279485167319
rq0_0246,java,gaussian_sigma_1,0.934804325294866
rq0_0246,java,gaussian_sigma_2,0.8311545051215252
rq0_0246,java,gaussian_sigma_4,0.7675669448809862
rq0_0247,java,gaussian_sigma_1,0.9283815785283327
rq0_0247,java,gaussian_sigma_2,0.8130074499208276
rq0_0247,java,gaussian_sigma_4,0.7376854006631447
rq0_0248,java,gaussian_sigma_1,0.9507238939471042
rq0_0248,java,gaussian_sigma_2,0.8712569940059111
rq0_0248,java,gaussian_sigma_4,0.8199679730052178
rq0_0249,java,gaussian_sigma_1,0.9039676729941094
rq0_0249,java,gaussian_sigma_2,0.749125260135575
rq0_0249,java,gaussian_sigma_4,0.6560395495246852
rq0_0250,java,gaussian_sigma_1,0.9411872099960088
rq0_0250,java,gaussian_sigma_2,0.8438483601121604
rq0_0250,java,gaussian_sigma_4,0.7843351228348342
rq0_0251,java,gaussian_sigma_1,0.9140739813299926
rq0_0251,java,gaussian_sigma_2,0.776610168641081
rq0_0251,java,gaussian_sigma_4,0.6905785396267038
rq0_0252,java,gaussian_sigma_1,0.9461687932661546
rq0_0252,java,gaussian_sigma_2,0.8583074609827405
rq0_0252,java,gaussian_sigma_4,0.800476662678065
rq0_0253,java,gaussian_sigma_1,0.9215927735225399
rq0_0253,java,gaussian_sigma_2,0.7930021940449977
rq0_0253,java,gaussian_sigma_4,0.7144461438077668
rq0_0254,java,gaussian_sigma_1,0.9070014096144371
rq0_0254,java,gaussian_sigma_2,0.7538102227971013
rq0_0254,java,gaussian_sigma_4,0.6603990915683842
rq0_0255,java,gaussian_sigma_1,0.9350926870183617
rq0_0255,java,gaussian_sigma_2,0.8279884709194857
rq0_0255,java,gaussian_sigma_4,0.7612744362398187
rq0_0256,java,gaussian_sigma_1,0.9186396820042376
rq0_0256,java,gaussian_sigma_2,0.7854163543176663
rq0_0256,java,gaussian_sigma_4,0.7027832940009255
rq0_0257,java,gaussian_sigma_1,0.9042417689030158
rq0_0257,java,gaussian_sigma_2,0.7479212384034867
rq0_0257,java,gaussian_sigma_4,0.6551143709881803
rq0_0258,java,gaussian_sigma_1,0.9218294123458278
rq0_0258,java,gaussian_sigma_2,0.7947255724665946
rq0_0258,java,gaussian_sigma_4,0.7152862439647141
rq0_0259,java,gaussian_sigma_1,0.9059259558377862
rq0_0259,java,gaussian_sigma_2,0.7500405369126915
rq0_0259,java,gaussian_sigma_4,0.6569484188220872
rq0_0260,java,gaussian_sigma_1,0.8974161016454819
rq0_0260,java,gaussian_sigma_2,0.7326215455196593
rq0_0260,java,gaussian_sigma_4,0.6288140236240993
rq0_0261,java,gaussian_sigma_1,0.9163251807442334
rq0_0261,java,gaussian_sigma_2,0.7810375336579044
rq0_0261,java,gaussian_sigma_4,0.700116213538824
rq0_0262,java,gaussian_sigma_1,0.9275297484878795
rq0_0262,java,gaussian_sigma_2,0.8079648569593739
rq0_0262,java,gaussian_sigma_4,0.7345634401072907
rq0_0263,java,gaussian_sigma_1,0.9141790528514774
rq0_0263,java,gaussian_sigma_2,0.7773771924487264
rq0_0263,java,gaussian_sigma_4,0.6919033315755178
rq0_0264,java,gaussian_sigma_1,0.9309171719287725
rq0_0264,java,gaussian_sigma_2,0.8183864773144509
rq0_0264,java,gaussian_sigma_4,0.7460323267850485
rq0_0265,java,gaussian_sigma_1,0.9286801863588763
rq0_0265,java,gaussian_sigma_2,0.8095894709754144
rq0_0265,java,gaussian_sigma_4,0.7364054965876307
rq0_0266,java,gaussian_sigma_1,0.9572909267093294
rq0_0266,java,gaussian_sigma_2,0.8873927983341318
rq0_0266,java,gaussian_sigma_4,0.8422051812688466
rq0_0267,java,gaussian_sigma_1,0.9663509580163092
rq0_0267,java,gaussian_sigma_2,0.9118116478023303
rq0_0267,java,gaussian_sigma_4,0.8748063086573442
rq0_0268,java,gaussian_sigma_1,0.9206650605946143
rq0_0268,java,gaussian_sigma_2,0.7932199206197854
rq0_0268,java,gaussian_sigma_4,0.7143336995712647
rq0_0269,java,gaussian_sigma_1,0.9432401891693539
rq0_0269,java,gaussian_sigma_2,0.8521730055639672
rq0_0269,java,gaussian_sigma_4,0.7956712689064186
rq0_0270,java,gaussian_sigma_1,0.9273296407531154
rq0_0270,java,gaussian_sigma_2,0.8073838380556019
rq0_0270,java,gaussian_sigma_4,0.7348106644996029
rq0_0271,java,gaussian_sigma_1,0.9386808607278322
rq0_0271,java,gaussian_sigma_2,0.8399113177870113
rq0_0271,java,gaussian_sigma_4,0.7803614326512053
rq0_0272,java,gaussian_sigma_1,0.9365564191190606
rq0_0272,java,gaussian_sigma_2,0.8337711644657614
rq0_0272,java,gaussian_sigma_4,0.7700203009977026
rq0_0273,java,gaussian_sigma_1,0.9215028213910342
rq0_0273,java,gaussian_sigma_2,0.7951970020302235
rq0_0273,java,gaussian_sigma_4,0.720439876633255
rq0_0274,java,gaussian_sigma_1,0.9278393053231581
rq0_0274,java,gaussian_sigma_2,0.8109365056985757
rq0_0274,java,gaussian_sigma_4,0.7431782072833232
rq0_0275,java,gaussian_sigma_1,0.9156231899425776
rq0_0275,java,gaussian_sigma_2,0.778252082113254
rq0_0275,java,gaussian_sigma_4,0.7003516028610065
rq0_0276,java,gaussian_sigma_1,0.909153262210277
rq0_0276,java,gaussian_sigma_2,0.7639679346271441
rq0_0276,java,gaussian_sigma_4,0.6747676492295879
rq0_0277,java,gaussian_sigma_1,0.907804870552081
rq0_0277,java,gaussian_sigma_2,0.7572211881859644
rq0_0277,java,gaussian_sigma_4,0.6711128954048103
rq0_0278,java,gaussian_sigma_1,0.9293781367021824
rq0_0278,java,gaussian_sigma_2,0.8141181689062575
rq0_0278,java,gaussian_sigma_4,0.7420288172334669
rq0_0279,java,gaussian_sigma_1,0.8845691532790543
rq0_0279,java,gaussian_sigma_2,0.6984670225509725
rq0_0279,java,gaussian_sigma_4,0.5842444030711916
rq0_0280,java,gaussian_sigma_1,0.9592124658494995
rq0_0280,java,gaussian_sigma_2,0.8942295269814754
rq0_0280,java,gaussian_sigma_4,0.853829865887891
rq0_0281,java,gaussian_sigma_1,0.9238030035165896
rq0_0281,java,gaussian_sigma_2,0.7984828625658308
rq0_0281,java,gaussian_sigma_4,0.7224848676492949
rq0_0282,java,gaussian_sigma_1,0.9088024778416753
rq0_0282,java,gaussian_sigma_2,0.7669023836266308
rq0_0282,java,gaussian_sigma_4,0.6893938430325423
rq0_0283,java,gaussian_sigma_1,0.9149052704911904
rq0_0283,java,gaussian_sigma_2,0.77497534965301
rq0_0283,java,gaussian_sigma_4,0.6896669534061065
rq0_0284,java,gaussian_sigma_1,0.9277682647266557
rq0_0284,java,gaussian_sigma_2,0.809194584874866
rq0_0284,java,gaussian_sigma_4,0.7376072925653542
rq0_0285,java,gaussian_sigma_1,0.8929253332181158
rq0_0285,java,gaussian_sigma_2,0.7190111857947875
rq0_0285,java,gaussian_sigma_4,0.6164931744326362
rq0_0286,java,gaussian_sigma_1,0.8888385850631163
rq0_0286,java,gaussian_sigma_2,0.7100424276727854
rq0_0286,java,gaussian_sigma_4,0.6045748872415442
rq0_0287,java,gaussian_sigma_1,0.9704851263542155
rq0_0287,java,gaussian_sigma_2,0.9224075524192824
rq0_0287,java,gaussian_sigma_4,0.8900953832362379
rq0_0288,java,gaussian_sigma_1,0.9408118509426632
rq0_0288,java,gaussian_sigma_2,0.844364427868145
rq0_0288,java,gaussian_sigma_4,0.7850623713041411
rq0_0289,java,gaussian_sigma_1,0.9273882710755242
rq0_0289,java,gaussian_sigma_2,0.810560389755798
rq0_0289,java,gaussian_sigma_4,0.7395079412783114
rq0_0290,java,gaussian_sigma_1,0.9649377283346136
rq0_0290,java,gaussian_sigma_2,0.9079621313885863
rq0_0290,java,gaussian_sigma_4,0.8714087554231464
rq0_0291,java,gaussian_sigma_1,0.92727322348312
rq0_0291,java,gaussian_sigma_2,0.8084898273023748
rq0_0291,java,gaussian_sigma_4,0.736889425550344
rq0_0292,java,gaussian_sigma_1,0.9308959165044302
rq0_0292,java,gaussian_sigma_2,0.8169637279251186
rq0_0292,java,gaussian_sigma_4,0.7494412534539925
rq0_0293,java,gaussian_sigma_1,0.9483215673314288
rq0_0293,java,gaussian_sigma_2,0.8635143448661863
rq0_0293,java,gaussian_sigma_4,0.8114090239146745
rq0_0294,java,gaussian_sigma_1,0.9380642717903126
rq0_0294,java,gaussian_sigma_2,0.8358491634683523
rq0_0294,java,gaussian_sigma_4,0.7711887592952328
rq0_0295,java,gaussian_sigma_1,0.9180584681694374
rq0_0295,java,gaussian_sigma_2,0.7854063301942406
rq0_0295,java,gaussian_sigma_4,0.7049374712753225
rq0_0296,java,gaussian_sigma_1,0.9500539387002632
rq0_0296,java,gaussian_sigma_2,0.86820107944708
rq0_0296,java,gaussian_sigma_4,0.8168765718352047
rq0_0297,java,gaussian_sigma_1,0.9474874979724932
rq0_0297,java,gaussian_sigma_2,0.8623928587518493
rq0_0297,java,gaussian_sigma_4,0.8057901692475955
rq0_0298,java,gaussian_sigma_1,0.9159059985780363
rq0_0298,java,gaussian_sigma_2,0.779128263545927
rq0_0298,java,gaussian_sigma_4,0.6947743041955589
rq0_0299,java,gaussian_sigma_1,0.8753736948044172
rq0_0299,java,gaussian_sigma_2,0.6728726393234874
rq0_0299,java,gaussian_sigma_4,0.5550071869614625
rq0_0300,java,gaussian_sigma_1,0.9408008272012188
rq0_0300,java,gaussian_sigma_2,0.8458047764344555
rq0_0300,java,gaussian_sigma_4,0.7859366730848266
rq0_0301,java,gaussian_sigma_1,0.9371447846921556
rq0_0301,java,gaussian_sigma_2,0.8347715130868131
rq0_0301,java,gaussian_sigma_4,0.7683759060805152
rq0_0302,java,gaussian_sigma_1,0.9136098532665496
rq0_0302,java,gaussian_sigma_2,0.7728921003514341
rq0_0302,java,gaussian_sigma_4,0.6855502703616
rq0_0303,java,gaussian_sigma_1,0.9265878424307368
rq0_0303,java,gaussian_sigma_2,0.8073987384929171
rq0_0303,java,gaussian_sigma_4,0.7315853212589357
rq0_0304,java,gaussian_sigma_1,0.9308729203837135
rq0_0304,java,gaussian_sigma_2,0.8174762757519919
rq0_0304,java,gaussian_sigma_4,0.7461661509657033
rq0_0305,java,gaussian_sigma_1,0.9128457884499753
rq0_0305,java,gaussian_sigma_2,0.7721662836402953
rq0_0305,java,gaussian_sigma_4,0.6879748515461593
rq0_0306,java,gaussian_sigma_1,0.9013012963178868
rq0_0306,java,gaussian_sigma_2,0.7384929691765484
rq0_0306,java,gaussian_sigma_4,0.6391538639513
rq0_0307,java,gaussian_sigma_1,0.932852280849444
rq0_0307,java,gaussian_sigma_2,0.8245550944712238
rq0_0307,java,gaussian_sigma_4,0.7574082551276625
rq0_0308,java,gaussian_sigma_1,0.8749560897557255
rq0_0308,java,gaussian_sigma_2,0.6753665589251812
rq0_0308,java,gaussian_sigma_4,0.5635100489102219
rq0_0309,java,gaussian_sigma_1,0.9235131969654811
rq0_0309,java,gaussian_sigma_2,0.799717629474224
rq0_0309,java,gaussian_sigma_4,0.7230932799190963
rq0_0310,java,gaussian_sigma_1,0.8785562880831961
rq0_0310,java,gaussian_sigma_2,0.6832460572751117
rq0_0310,java,gaussian_sigma_4,0.5585925644445217
rq0_0311,java,gaussian_sigma_1,0.918219979900116
rq0_0311,java,gaussian_sigma_2,0.7869629359289125
rq0_0311,java,gaussian_sigma_4,0.7034490473448874
rq0_0312,java,gaussian_sigma_1,0.9285520857291911
rq0_0312,java,gaussian_sigma_2,0.8140203912974352
rq0_0312,java,gaussian_sigma_4,0.7410449844998531
dorn_python_000,python,gaussian_sigma_1,0.9253953534732745
dorn_python_000,python,gaussian_sigma_2,0.8057235775201864
dorn_python_000,python,gaussian_sigma_4,0.7319642695120518
dorn_python_001,python,gaussian_sigma_1,0.9525603960131068
dorn_python_001,python,gaussian_sigma_2,0.8763683854034113
dorn_python_001,python,gaussian_sigma_4,0.8261649100297325
dorn_python_002,python,gaussian_sigma_1,0.9411457457553593
dorn_python_002,python,gaussian_sigma_2,0.8469815787334793
dorn_python_002,python,gaussian_sigma_4,0.7883457484885524
dorn_python_003,python,gaussian_sigma_1,0.9048253750067659
dorn_python_003,python,gaussian_sigma_2,0.7499147595656287
dorn_python_003,python,gaussian_sigma_4,0.6552045117819376
dorn_python_004,python,gaussian_sigma_1,0.9248534152080324
dorn_python_004,python,gaussian_sigma_2,0.8043143522588329
dorn_python_004,python,gaussian_sigma_4,0.7294783234131598
dorn_python_005,python,gaussian_sigma_1,0.9430605500110466
dorn_python_005,python,gaussian_sigma_2,0.8514414305871528
dorn_python_005,python,gaussian_sigma_4,0.7952888357763501
dorn_python_006,python,gaussian_sigma_1,0.9227023894843972
dorn_python_006,python,gaussian_sigma_2,0.7972804148137387
dorn_python_006,python,gaussian_sigma_4,0.7217482562023712
dorn_python_007,python,gaussian_sigma_1,0.9175649058496657
dorn_python_007,python,gaussian_sigma_2,0.7851420313807438
dorn_python_007,python,gaussian_sigma_4,0.7008728911793529
dorn_python_008,python,gaussian_sigma_1,0.9196645431112138
dorn_python_008,python,gaussian_sigma_2,0.7907798344909117
dorn_python_008,python,gaussian_sigma_4,0.7125512204384566
dorn_python_009,python,gaussian_sigma_1,0.9217550166343959
dorn_python_009,python,gaussian_sigma_2,0.7980523659493864
dorn_python_009,python,gaussian_sigma_4,0.7200310984844167
dorn_python_010,python,gaussian_sigma_1,0.9303332473058791
dorn_python_010,python,gaussian_sigma_2,0.8182560930471184
dorn_python_010,python,gaussian_sigma_4,0.7475537564870948
dorn_python_011,python,gaussian_sigma_1,0.9208481495503035
dorn_python_011,python,gaussian_sigma_2,0.7867736408838418
dorn_python_011,python,gaussian_sigma_4,0.708823924099632
dorn_python_012,python,gaussian_sigma_1,0.9298036761774756
dorn_python_012,python,gaussian_sigma_2,0.8173872015411762
dorn_python_012,python,gaussian_sigma_4,0.7476230232844158
dorn_python_013,python,gaussian_sigma_1,0.9564348091862988
dorn_python_013,python,gaussian_sigma_2,0.8878792245520198
dorn_python_013,python,gaussian_sigma_4,0.8443758274103503
dorn_python_014,python,gaussian_sigma_1,0.9180909356319119
dorn_python_014,python,gaussian_sigma_2,0.7875369308355222
dorn_python_014,python,gaussian_sigma_4,0.7078082110911245
dorn_python_015,python,gaussian_sigma_1,0.9442241219346199
dorn_python_015,python,gaussian_sigma_2,0.8535470279673693
dorn_python_015,python,gaussian_sigma_4,0.8028565400579187
dorn_python_016,python,gaussian_sigma_1,0.9110783189832992
dorn_python_016,python,gaussian_sigma_2,0.7662848922704925
dorn_python_016,python,gaussian_sigma_4,0.679081359681344
dorn_python_017,python,gaussian_sigma_1,0.9137900747965585
dorn_python_017,python,gaussian_sigma_2,0.7744351863704028
dorn_python_017,python,gaussian_sigma_4,0.6907706897998263
dorn_python_018,python,gaussian_sigma_1,0.9154655010296363
dorn_python_018,python,gaussian_sigma_2,0.7766820707789623
dorn_python_018,python,gaussian_sigma_4,0.6959364747662926
dorn_python_019,python,gaussian_sigma_1,0.8952317355309128
dorn_python_019,python,gaussian_sigma_2,0.7205736024758318
dorn_python_019,python,gaussian_sigma_4,0.6164607366204953
dorn_python_020,python,gaussian_sigma_1,0.9306497306509804
dorn_python_020,python,gaussian_sigma_2,0.8186057305340823
dorn_python_020,python,gaussian_sigma_4,0.7471944713398466
dorn_python_021,python,gaussian_sigma_1,0.9293758372538762
dorn_python_021,python,gaussian_sigma_2,0.8151119411500475
dorn_python_021,python,gaussian_sigma_4,0.7450364634198575
dorn_python_022,python,gaussian_sigma_1,0.9339017276797069
dorn_python_022,python,gaussian_sigma_2,0.8285650993727668
dorn_python_022,python,gaussian_sigma_4,0.7670175203737842
dorn_python_023,python,gaussian_sigma_1,0.9031329045851725
dorn_python_023,python,gaussian_sigma_2,0.7476135951514115
dorn_python_023,python,gaussian_sigma_4,0.6539084508023039
dorn_python_024,python,gaussian_sigma_1,0.9315823780046566
dorn_python_024,python,gaussian_sigma_2,0.8203071623503723
dorn_python_024,python,gaussian_sigma_4,0.7565742295169672
dorn_python_025,python,gaussian_sigma_1,0.9404060924748586
dorn_python_025,python,gaussian_sigma_2,0.842647472963174
dorn_python_025,python,gaussian_sigma_4,0.7836099012886014
dorn_python_026,python,gaussian_sigma_1,0.9209348182789266
dorn_python_026,python,gaussian_sigma_2,0.7928926275194516
dorn_python_026,python,gaussian_sigma_4,0.7157050224536515
