model,language,score_stratum,contrast_type,variant_i,variant_j,n_pairs,valid_pairs,invalid_pairs,target_selected_valid_pairs,parse_failure_pairs,valid_rate,target_preference_valid,target_preference_valid_wilson_low,target_preference_valid_wilson_high,effective_target_preference,strict_swap_error,strict_swap_wilson_low,strict_swap_wilson_high,binom_p_vs_0_5_valid,debiased_non_tie_pairs,debiased_target_pairs,debiased_target_preference,median_abs_content_signal,median_abs_position_bias,holm_p_within_family
Qwen/Qwen2.5-VL-7B-Instruct,java,low,visual_only_gold,golden,ugly_gold,34,23,11,22,0,0.6764705882352942,0.9565217391304348,0.7900884492974114,0.9922833338565469,0.6470588235294118,0.3235294117647059,0.1913164356402551,0.49157105406091794,5.7220458984375e-06,34,32,0.9411764705882353,0.875,0.5,1.1444091796875e-05
Qwen/Qwen2.5-VL-7B-Instruct,java,low,visual_only_trash,beautiful_trash,ugly_trash,34,4,30,4,0,0.11764705882352941,1.0,0.5101091635454027,1.0,0.11764705882352941,0.8823529411764706,0.7337915722962817,0.9532855333511766,0.125,33,31,0.9393939393939394,0.4375,1.8125,0.125
Qwen/Qwen2.5-VL-7B-Instruct,java,mid,semantic_and_visual_aligned,golden,beautiful_trash,33,33,0,33,0,1.0,1.0,0.895730002457548,1.0,1.0,0.0,0.0,0.10426999754245206,2.3283064365386963e-10,33,33,1.0,3.8125,0.4375,1.3969838619232178e-09
Qwen/Qwen2.5-VL-7B-Instruct,java,mid,semantic_and_visual_aligned,golden,ugly_trash,33,33,0,33,0,1.0,1.0,0.895730002457548,1.0,1.0,0.0,0.0,0.10426999754245206,2.3283064365386963e-10,33,33,1.0,3.6875,0.5625,1.3969838619232178e-09
Qwen/Qwen2.5-VL-7B-Instruct,java,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,33,32,1,32,0,0.9696969696969697,1.0,0.8928208017449293,1.0,0.9696969696969697,0.030303030303030304,0.00536941053687183,0.1531872538211892,4.656612873077393e-10,33,33,1.0,3.375,0.8125,1.3969838619232178e-09
Qwen/Qwen2.5-VL-7B-Instruct,java,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,33,33,0,33,0,1.0,1.0,0.895730002457548,1.0,1.0,0.0,0.0,0.10426999754245206,2.3283064365386963e-10,33,33,1.0,3.375,0.875,1.3969838619232178e-09
Qwen/Qwen2.5-VL-7B-Instruct,java,mid,visual_only_gold,golden,ugly_gold,33,17,16,17,0,0.5151515151515151,1.0,0.8156818649911483,1.0,0.5151515151515151,0.48484848484848486,0.32504042108133696,0.6478162455108585,1.52587890625e-05,33,32,0.9696969696969697,0.5625,0.625,3.0517578125e-05
Qwen/Qwen2.5-VL-7B-Instruct,java,mid,visual_only_trash,beautiful_trash,ugly_trash,33,3,30,3,0,0.09090909090909091,1.0,0.4385029682449546,1.0,0.09090909090909091,0.9090909090909091,0.7642739435353026,0.9685960584754184,0.25,33,31,0.9393939393939394,0.4375,1.6875,0.25
Qwen/Qwen2.5-VL-7B-Instruct,python,high,semantic_and_visual_aligned,golden,beautiful_trash,33,33,0,33,0,1.0,1.0,0.895730002457548,1.0,1.0,0.0,0.0,0.10426999754245206,2.3283064365386963e-10,33,33,1.0,3.5625,0.625,1.3969838619232178e-09
Qwen/Qwen2.5-VL-7B-Instruct,python,high,semantic_and_visual_aligned,golden,ugly_trash,33,33,0,33,0,1.0,1.0,0.895730002457548,1.0,1.0,0.0,0.0,0.10426999754245206,2.3283064365386963e-10,33,33,1.0,3.875,0.625,1.3969838619232178e-09
Qwen/Qwen2.5-VL-7B-Instruct,python,high,semantic_only_under_ugly,ugly_gold,ugly_trash,33,33,0,33,0,1.0,1.0,0.895730002457548,1.0,1.0,0.0,0.0,0.10426999754245206,2.3283064365386963e-10,33,33,1.0,3.375,1.125,1.3969838619232178e-09
Qwen/Qwen2.5-VL-7B-Instruct,python,high,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,33,30,3,30,0,0.9090909090909091,1.0,0.8864866068260312,0.9999999999999999,0.9090909090909091,0.09090909090909091,0.03140394152458165,0.2357260564646973,1.862645149230957e-09,33,33,1.0,2.875,1.1875,5.587935447692871e-09
Qwen/Qwen2.5-VL-7B-Instruct,python,high,visual_only_gold,golden,ugly_gold,33,24,9,24,0,0.7272727272727273,1.0,0.8620237953250198,1.0,0.7272727272727273,0.2727272727272727,0.1506744088542064,0.44217559002872625,1.1920928955078125e-07,33,33,1.0,1.0,0.5,2.384185791015625e-07
Qwen/Qwen2.5-VL-7B-Instruct,python,high,visual_only_trash,beautiful_trash,ugly_trash,33,4,29,4,0,0.12121212121212122,1.0,0.5101091635454027,1.0,0.12121212121212122,0.8787878787878788,0.7267449482892476,0.9518383869058644,0.125,33,33,1.0,0.6875,1.75,0.125
Qwen/Qwen2.5-VL-7B-Instruct,python,low,semantic_and_visual_aligned,golden,beautiful_trash,34,34,0,34,0,1.0,1.0,0.8984854458466761,0.9999999999999999,1.0,0.0,0.0,0.10151455415332376,1.1641532182693481e-10,34,34,1.0,3.5625,0.78125,6.984919309616089e-10
Qwen/Qwen2.5-VL-7B-Instruct,python,low,semantic_and_visual_aligned,golden,ugly_trash,34,34,0,34,0,1.0,1.0,0.8984854458466761,0.9999999999999999,1.0,0.0,0.0,0.10151455415332376,1.1641532182693481e-10,34,34,1.0,4.28125,0.6875,6.984919309616089e-10
Qwen/Qwen2.5-VL-7B-Instruct,python,low,semantic_only_under_ugly,ugly_gold,ugly_trash,34,33,1,33,0,0.9705882352941176,1.0,0.895730002457548,1.0,0.9705882352941176,0.029411764705882353,0.0052109062762689395,0.1491557329268593,2.3283064365386963e-10,34,34,1.0,3.8125,1.21875,9.313225746154785e-10
Qwen/Qwen2.5-VL-7B-Instruct,python,low,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,34,33,1,33,0,0.9705882352941176,1.0,0.895730002457548,1.0,0.9705882352941176,0.029411764705882353,0.0052109062762689395,0.1491557329268593,2.3283064365386963e-10,34,34,1.0,3.4375,1.5,9.313225746154785e-10
Qwen/Qwen2.5-VL-7B-Instruct,python,low,visual_only_gold,golden,ugly_gold,34,19,15,19,0,0.5588235294117647,1.0,0.8318207759473837,1.0,0.5588235294117647,0.4411764705882353,0.2888348224624216,0.6054610074379694,3.814697265625e-06,34,31,0.9117647058823529,0.6875,0.6875,7.62939453125e-06
Qwen/Qwen2.5-VL-7B-Instruct,python,low,visual_only_trash,beautiful_trash,ugly_trash,34,3,31,3,0,0.08823529411764706,1.0,0.4385029682449546,1.0,0.08823529411764706,0.9117647058823529,0.7703951343719113,0.9695340563253514,0.25,34,33,0.9705882352941176,0.75,1.84375,0.25
Qwen/Qwen2.5-VL-7B-Instruct,python,mid,semantic_and_visual_aligned,golden,beautiful_trash,33,33,0,33,0,1.0,1.0,0.895730002457548,1.0,1.0,0.0,0.0,0.10426999754245206,2.3283064365386963e-10,33,33,1.0,3.5625,0.75,1.3969838619232178e-09
Qwen/Qwen2.5-VL-7B-Instruct,python,mid,semantic_and_visual_aligned,golden,ugly_trash,33,33,0,33,0,1.0,1.0,0.895730002457548,1.0,1.0,0.0,0.0,0.10426999754245206,2.3283064365386963e-10,33,33,1.0,3.8125,0.6875,1.3969838619232178e-09
Qwen/Qwen2.5-VL-7B-Instruct,python,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,33,31,2,31,0,0.9393939393939394,1.0,0.889744604539564,1.0,0.9393939393939394,0.06060606060606061,0.016780883087191875,0.1960624480864781,9.313225746154785e-10,33,33,1.0,3.0625,1.4375,3.725290298461914e-09
Qwen/Qwen2.5-VL-7B-Instruct,python,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,33,29,4,29,0,0.8787878787878788,1.0,0.8830302015002593,1.0,0.8787878787878788,0.12121212121212122,0.04816161309413558,0.2732550517107523,3.725290298461914e-09,33,33,1.0,2.8125,1.375,1.1175870895385742e-08
Qwen/Qwen2.5-VL-7B-Instruct,python,mid,visual_only_gold,golden,ugly_gold,33,23,10,23,0,0.696969696969697,1.0,0.8568833815495731,1.0,0.696969696969697,0.30303030303030304,0.17375531424053606,0.47338135145800575,2.384185791015625e-07,33,33,1.0,0.8125,0.5625,4.76837158203125e-07
Qwen/Qwen2.5-VL-7B-Instruct,python,mid,visual_only_trash,beautiful_trash,ugly_trash,33,1,32,1,0,0.030303030303030304,1.0,0.20654931437723745,1.0,0.030303030303030304,0.9696969696969697,0.846812746178811,0.9946305894631283,1.0,33,32,0.9696969696969697,0.5625,1.5625,1.0
