replicate,easy_swap,hard_swap,easy_minus_hard,weighted_linear_slope_per_abs_z
263,0.3863861386138614,0.4160772578890098,-0.029691119275148392,-0.02762532254907867
264,0.38028350515463916,0.40672782874617736,-0.0264443235915382,-0.027080103735478346
265,0.40029615004935837,0.40758602711157454,-0.007289877062216177,-0.004606385388769631
266,0.3640040444893832,0.3956739961759082,-0.03166995168652498,-0.04364011327820499
267,0.40906623235613465,0.41279904306220094,-0.003732810706066292,-0.009379950532415242
268,0.38794820717131473,0.3955152671755725,-0.007567060004257775,-0.015792755471962672
269,0.40137485970819303,0.4064498933901919,-0.005075033681998853,-0.006523533681337399
270,0.3956758034026465,0.40515653775322286,-0.009480734350576336,-0.004538639795877095
271,0.4070867959372115,0.4036062906724512,0.003480505264760292,-0.010688567192467191
272,0.3825136612021858,0.4127056672760512,-0.030192006073865407,-0.01737165532276633
273,0.36806839186691315,0.3718079673135853,-0.0037395754466721387,-0.015467018542438555
274,0.40625,0.4359723698193411,-0.02972236981934112,-0.015063891127542773
275,0.41885964912280704,0.4323291366906475,-0.013469487567840444,-0.023237471331127996
276,0.3977272727272727,0.41508987701040684,-0.01736260428313413,-0.02224116426991193
277,0.3707240592930445,0.4047787193973635,-0.03405466010431901,-0.02745926725741326
278,0.3882978723404255,0.4088594704684318,-0.020561598128006287,-0.016635520135486123
279,0.39789094650205764,0.397778276481149,0.00011267002090864509,-0.01577607717579767
280,0.3939858490566038,0.39826839826839827,-0.004282549211794495,-0.003100023072718631
281,0.3960010060362173,0.41394927536231885,-0.01794826932610155,-0.0177767537759206
282,0.39647633744855965,0.4220917822838847,-0.025615444835325074,-0.022440593654317057
283,0.3786231884057971,0.39169337606837606,-0.013070187662578947,-0.009101465287585184
284,0.3878840436075322,0.3923988153998026,-0.004514771792270389,-0.010622391213825863
285,0.37027452745274525,0.38378048780487806,-0.013505960352132806,-0.00552075627698596
286,0.3853820598006645,0.3957941729323308,-0.010412113131666345,-0.01820289173908339
287,0.40625,0.42647821576763484,-0.02022821576763484,-0.01975496489460976
288,0.42840805123513265,0.3994620901639344,0.028945961071198234,0.011237095361250149
289,0.3829465186680121,0.40413244353182753,-0.02118592486381543,-0.012832266626860676
290,0.44712409420289856,0.43420372285418823,0.012920371348710324,0.007441838242441385
291,0.4060123574144487,0.40583418628454454,0.00017817112990414774,-0.009498471762332657
